genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Approve,NA,Change my behavior causing me to cite more women,1765
Approve,m,Change my behavior causing me to cite more women,784
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,534
Approve,m,Change my behavior causing me to cite more women,1438
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1061
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,609
Approve,m,Change my behavior causing me to cite more women,1000
Approve,f,Change my behavior causing me to cite more women,1198
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,179
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1769
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,221
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,804
Approve,m,Change my behavior causing me to cite more women,139
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,477
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1661
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1692
Approve,m,Change my behavior causing me to cite more women,1124
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1465
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1463
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,473
Approve,m,Change my behavior causing me to cite more women,374
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,712
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,270
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1205
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,888
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1305
Approve,NA,Change my behavior causing me to cite more women,1594
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,620
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,464
Approve,m,Change my behavior causing me to cite more women,1
Approve,m,Change my behavior causing me to cite more women,662
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,66
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,280
Approve,NA,Change my behavior causing me to cite more women,1577
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1102
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1480
Approve,m,Change my behavior causing me to cite more women,1448
Approve,f,Change my behavior causing me to cite more women,713
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,152
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1236
Approve,m,Change my behavior causing me to cite more women,665
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1624
Don't know,NA,Change my behavior causing me to cite more women,478
Approve,f,Change my behavior causing me to cite more women,1755
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,929
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,697
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1368
Approve,NA,Change my behavior causing me to cite more women,895
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,816
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,233
Approve,NA,Change my behavior causing me to cite more women,1664
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1721
Disapprove,NA,Change my behavior causing me to cite more women,524
Approve,f,Change my behavior causing me to cite more women,486
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,78
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,901
Approve,m,Change my behavior causing me to cite more women,410
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,125
Approve,m,Change my behavior causing me to cite more women,387
Approve,m,Change my behavior causing me to cite more women,1048
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,878
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,909
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1507
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1446
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,165
Don't know,f,Change my behavior causing me to cite more women,32
Approve,m,Change my behavior causing me to cite more women,1177
Approve,NA,Change my behavior causing me to cite more women,1719
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1213
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,748
Don't know,NA,Change my behavior causing me to cite more women,1191
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1379
Approve,f,Change my behavior causing me to cite more women,397
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1293
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,327
Approve,NA,Change my behavior causing me to cite more women,720
Approve,f,Change my behavior causing me to cite more women,868
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,170
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1345
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,278
Approve,NA,Change my behavior causing me to cite more women,194
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,236
Don't know,NA,Change my behavior causing me to cite more women,12
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,706
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,173
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1334
Don't know,f,Change my behavior causing me to cite more women,1442
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1279
Approve,m,Change my behavior causing me to cite more women,369
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,6
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,897
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,256
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,537
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1655
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,817
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,912
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,835
Approve,m,Change my behavior causing me to cite more women,1278
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1666
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1717
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,872
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1071
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,733
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,869
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,306
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1761
Approve,f,Change my behavior causing me to cite more women,1101
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,819
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,771
Approve,m,Change my behavior causing me to cite more women,1634
Approve,m,Change my behavior causing me to cite more women,1178
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,694
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1511
Approve,m,Change my behavior causing me to cite more women,349
Approve,f,Change my behavior causing me to cite more women,481
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1519
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1734
Approve,f,Change my behavior causing me to cite more women,80
Approve,m,Change my behavior causing me to cite more women,210
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,849
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,244
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,618
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1095
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1307
Approve,f,Change my behavior causing me to cite more women,530
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1697
Approve,f,Change my behavior causing me to cite more women,499
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,376
Approve,m,Change my behavior causing me to cite more women,685
Approve,NA,Change my behavior causing me to cite more women,1175
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1174
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1088
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,789
Approve,NA,Change my behavior causing me to cite more women,1488
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,997
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,516
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,854
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,761
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1731
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1415
Approve,f,Change my behavior causing me to cite more women,818
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1543
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,286
Approve,NA,Change my behavior causing me to cite fewer women,532
Approve,NA,Change my behavior causing me to cite more women,1502
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1110
Approve,f,Change my behavior causing me to cite more women,970
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,983
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1001
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,627
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,467
Approve,f,Change my behavior causing me to cite more women,257
Approve,m,Change my behavior causing me to cite more women,192
Approve,NA,Change my behavior causing me to cite more women,1784
Approve,f,Change my behavior causing me to cite more women,1618
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1514
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1414
Approve,NA,Change my behavior causing me to cite more women,875
Approve,m,Change my behavior causing me to cite more women,383
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,884
Approve,f,Change my behavior causing me to cite more women,825
Approve,m,Change my behavior causing me to cite more women,262
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1179
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1477
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,601
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1535
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1354
Approve,m,Change my behavior causing me to cite more women,384
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1667
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,445
Approve,m,Change my behavior causing me to cite more women,984
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,588
Approve,m,Change my behavior causing me to cite more women,739
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,743
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1685
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1700
Approve,m,Change my behavior causing me to cite more women,1200
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,294
Approve,m,Change my behavior causing me to cite more women,22
Disapprove,m,Change my behavior causing me to cite more women,806
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,156
Approve,NA,Change my behavior causing me to cite more women,345
Approve,m,Change my behavior causing me to cite more women,1319
Approve,f,Change my behavior causing me to cite more women,1006
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,536
Approve,f,Change my behavior causing me to cite more women,737
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1425
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1111
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1409
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,228
Approve,NA,Change my behavior causing me to cite more women,600
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1566
Approve,m,Change my behavior causing me to cite more women,640
Approve,f,Change my behavior causing me to cite more women,1341
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1312
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,687
Don't know,f,Change my behavior causing me to cite more women,2
Approve,m,Change my behavior causing me to cite more women,681
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,296
Approve,m,Change my behavior causing me to cite more women,811
Approve,m,Change my behavior causing me to cite more women,207
Approve,m,Change my behavior causing me to cite more women,457
Approve,f,Change my behavior causing me to cite more women,371
Approve,m,Change my behavior causing me to cite more women,1768
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1612
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1169
Approve,m,Change my behavior causing me to cite more women,3
Approve,m,Change my behavior causing me to cite more women,479
Approve,m,Change my behavior causing me to cite fewer women,1246
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,736
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,243
Approve,m,Change my behavior causing me to cite more women,584
Approve,m,Change my behavior causing me to cite more women,1741
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,899
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,346
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,252
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,436
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,755
Approve,m,Change my behavior causing me to cite more women,512
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,881
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,511
Don't know,m,Change my behavior causing me to cite more women,124
Approve,NA,Change my behavior causing me to cite more women,518
Approve,f,Change my behavior causing me to cite more women,1605
Approve,f,Change my behavior causing me to cite more women,1453
Disapprove,m,Change my behavior causing me to cite fewer women,1168
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1183
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1003
Approve,m,Change my behavior causing me to cite more women,1157
Approve,f,Change my behavior causing me to cite more women,1219
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1016
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1441
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1656
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1444
Approve,NA,Change my behavior causing me to cite fewer women,1595
Approve,m,Change my behavior causing me to cite more women,238
Disapprove,m,Change my behavior causing me to cite more women,264
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,847
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1216
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1693
Approve,m,Change my behavior causing me to cite more women,29
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1329
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,178
Approve,m,Change my behavior causing me to cite more women,608
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,725
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,596
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1500
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,107
Approve,m,Change my behavior causing me to cite more women,275
Approve,f,Change my behavior causing me to cite more women,180
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,757
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1044
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1165
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,425
Approve,m,Change my behavior causing me to cite more women,172
Approve,m,Change my behavior causing me to cite more women,488
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,831
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,466
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,303
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,686
Approve,m,Change my behavior causing me to cite more women,695
Approve,m,Change my behavior causing me to cite more women,1234
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,373
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1774
Approve,m,Change my behavior causing me to cite more women,734
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1004
Approve,m,Change my behavior causing me to cite more women,774
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,476
Approve,m,Change my behavior causing me to cite more women,265
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1252
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,226
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1336
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1546
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1010
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,302
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1469
Approve,f,Change my behavior causing me to cite more women,10
Don't know,f,Change my behavior causing me to cite more women,1430
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,832
Approve,m,Change my behavior causing me to cite more women,1412
Disapprove,m,Change my behavior causing me to cite more women,1410
Approve,f,Change my behavior causing me to cite more women,1134
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,981
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,353
Approve,f,Change my behavior causing me to cite more women,617
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,137
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1389
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1351
Approve,m,Change my behavior causing me to cite more women,611
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1188
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,931
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,813
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,894
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,459
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1250
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,741
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,559
Approve,f,Change my behavior causing me to cite more women,1424
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,101
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,389
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,337
Approve,m,Change my behavior causing me to cite more women,1601
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1277
Approve,m,Change my behavior causing me to cite more women,468
Approve,m,Change my behavior causing me to cite more women,17
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,145
Don't know,m,Change my behavior causing me to cite more women,659
Approve,m,Change my behavior causing me to cite more women,1481
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,814
Approve,NA,Change my behavior causing me to cite more women,1212
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,196
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,956
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,452
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1190
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,191
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1370
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,642
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,507
Approve,m,Change my behavior causing me to cite more women,417
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,658
Approve,f,Change my behavior causing me to cite more women,1743
Approve,m,Change my behavior causing me to cite more women,1377
Approve,f,Change my behavior causing me to cite more women,1715
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1050
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1217
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,123
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1394
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,380
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1112
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,988
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1571
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1362
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1680
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1785
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1522
Approve,NA,Change my behavior causing me to cite more women,120
Approve,f,Change my behavior causing me to cite more women,83
Approve,NA,Change my behavior causing me to cite more women,1287
Don't know,f,Change my behavior causing me to cite more women,764
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,876
Approve,f,Change my behavior causing me to cite more women,1085
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,829
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1208
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,128
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,648
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,412
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1023
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,965
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1386
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,941
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1411
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1073
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1662
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1063
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,175
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1644
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1554
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,937
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1600
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1313
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,151
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,206
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,8
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1727
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1419
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1772
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,823
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,871
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1055
Approve,m,Change my behavior causing me to cite more women,987
Don't know,f,Change my behavior causing me to cite fewer women,649
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1625
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1564
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1492
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1462
Approve,f,Change my behavior causing me to cite more women,1182
Approve,f,Change my behavior causing me to cite more women,1330
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1133
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,630
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,400
Don't know,f,Change my behavior causing me to cite more women,143
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1461
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1194
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1119
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1018
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1306
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1479
Approve,m,Change my behavior causing me to cite more women,1397
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1723
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,765
Approve,m,Change my behavior causing me to cite more women,1426
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1040
Approve,m,Change my behavior causing me to cite more women,1078
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,110
Approve,f,Change my behavior causing me to cite more women,1267
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1299
Approve,f,Change my behavior causing me to cite more women,1637
Don't know,f,Change my behavior causing me to cite more women,163
Approve,f,Change my behavior causing me to cite more women,1042
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,51
Approve,m,Change my behavior causing me to cite more women,1393
