treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_gender,Martha Finnemore,f,US,International/Global Environmental Politics,Emeritus,1,m,73,Constructivism,US,431
rank_gender,Andrew J. Bacevich,m,US,Other,Associate Professor,1,m,54,Realism,US,1
rank_gender,Anne-Marie Slaughter,f,US,International/Global Political Economy,Assistant Professor,1,m,58,Liberalism,US,97
rank_gender,Robert W. Cox,m,NA,Human Rights,Associate Professor,1,f,52,Other,US,708
rank_gender,Joseph S. Nye Jr.,m,US,Human Rights,Associate Professor,1,m,45,Constructivism,US,677
rank_gender,Alexander Wendt,m,US,I am not an IR scholar,Assistant Professor,0,m,NA,Non-paradigmatic,US,629
rank_gender,Beth A. Simmons,f,US,International Organization(s),Assistant Professor,0,Prefer not to answer,NA,Non-paradigmatic,US,771
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Non-paradigmatic,US,699
rank_gender,Robert O. Keohane,m,US,International/Global Security,Full Professor,1,m,58,Non-paradigmatic,US,346
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Political Economy,Emeritus,1,m,71,Constructivism,US,239
rank_gender,Robert O. Keohane,m,US,Comparative Foreign Policy,Full Professor,1,m,53,Constructivism,US,560
rank_gender,Sara M. Mitchell,f,US,International Organization(s),Assistant Professor,0,f,NA,Liberalism,US,169
rank_gender,Anne-Marie Slaughter,f,US,NA,NA,NA,NA,NA,NA,US,484
rank_gender,Richard W. Mansbach,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,8
rank_gender,Beth A. Simmons,f,US,International Law,Associate Professor,1,f,NA,Other,US,584
rank_gender,Helen V. Milner,f,US,International Organization(s),Assistant Professor,1,m,NA,Non-paradigmatic,US,522
rank_gender,Robert Putnam,m,NA,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,380
rank_gender,Charles Krauthammer,m,NA,Development Studies,Full Professor,0,f,NA,Realism,US,546
rank_gender,Helen V. Milner,f,US,International/Global Environmental Politics,Full Professor,1,m,60,Liberalism,US,377
rank_gender,James Fearon,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,434
rank_gender,Robert O. Keohane,m,US,Religion in IR,Assistant Professor,1,m,NA,Non-paradigmatic,US,131
rank_gender,Boaz Atzili,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,233
rank_gender,Cynthia Enloe,f,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,290
rank_gender,Stephen M. Walt,m,US,International/Global Security,Associate Professor,1,m,51,Constructivism,US,738
rank_gender,James Fearon,m,US,International/Global Security,Full Professor,1,m,63,Realism,US,458
rank_gender,Erica Chenoweth,f,US,NA,NA,NA,NA,NA,NA,US,773
rank_gender,Michael C. Horowitz,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,130
rank_gender,Peter J. Katzenstein,m,US,Human Rights,Associate Professor,1,f,NA,Constructivism,US,7
rank_gender,John J. Mearsheimer,m,US,International Relations Theory,Other,1,m,NA,Constructivism,US,644
rank_gender,G. John Ikenberry,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Non-paradigmatic,US,613
rank_gender,Cynthia Enloe,f,US,Gender in IR,Assistant Professor,1,f,NA,Other,US,241
rank_gender,Dustin Tingley,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,306
rank_gender,James Fearon,m,US,International Organization(s),Assistant Professor,1,m,NA,Liberalism,US,29
rank_gender,Alexander Wendt,m,US,International/Global Political Economy,Full Professor,0,m,NA,Liberalism,US,487
rank_gender,Anne-Marie Slaughter,f,US,European Studies/European Integration,Full Professor,1,m,NA,Constructivism,US,641
rank_gender,Barry Buzan,m,non-US,International Relations of a particular region/country,Emeritus,1,f,66,Other,US,333
rank_gender,Joshua S. Goldstein,m,US,International/Global Security,Assistant Professor,1,f,38,Non-paradigmatic,US,281
rank_gender,Stephen M. Walt,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Liberalism,US,717
rank_gender,Robert O. Keohane,m,US,Comparative Foreign Policy,Other,1,m,NA,Liberalism,US,569
rank_gender,Albert Hirschman,m,US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,652
rank_gender,Alexander Wendt,m,US,History of the international relations discipline,Associate Professor,1,m,58,Constructivism,US,332
rank_gender,Stephen M. Walt,m,US,International/Global Security,Associate Professor,1,m,46,Non-paradigmatic,US,409
rank_gender,Bruce Bueno de Mesquita,m,US,Other,Full Professor,0,f,54,Non-paradigmatic,US,120
rank_gender,Jeffrey T. Checkel,m,non-US,I am not an IR scholar,Associate Professor,1,f,NA,Non-paradigmatic,US,663
rank_gender,Alexander Wendt,m,US,International/Global History,Assistant Professor,0,m,NA,Other,US,125
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,309
rank_gender,Kathryn A. Sikkink,f,US,European Studies/European Integration,Full Professor,1,f,NA,Non-paradigmatic,US,616
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Associate Professor,1,m,48,Realism,US,235
rank_gender,John J. Mearsheimer,m,US,Human Security,Assistant Professor,1,m,NA,Constructivism,US,749
rank_gender,Martha Finnemore,f,US,International Relations of a particular region/country,Full Professor,1,m,NA,Constructivism,US,391
rank_gender,James Fearon,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,254
rank_gender,Roland Bleiker,m,NA,International/Global Security,Full Professor,1,m,41,Constructivism,US,92
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,660
rank_gender,John J. Mearsheimer,m,US,International/Global Political Economy,Full Professor,1,m,NA,Realism,US,324
rank_gender,Madeleine K. Albright,f,NA,Comparative Foreign Policy,Other,1,m,NA,Other,US,82
rank_gender,Jeffrey T. Checkel,m,non-US,Human Rights,Assistant Professor,0,f,NA,Constructivism,US,501
rank_gender,John G. Ruggie,m,US,Development Studies,Full Professor,0,m,NA,Liberalism,US,620
rank_gender,Michael W. Doyle,m,US,NA,NA,NA,NA,NA,NA,US,123
rank_gender,Raymond Aron,m,non-US,NA,NA,NA,NA,NA,NA,US,94
rank_gender,Robert Jervis,m,US,International Organization(s),Emeritus,1,m,NA,Other,US,278
rank_gender,Simon Dalby,m,NA,International/Global Environmental Politics,Full Professor,0,m,NA,Other,US,436
rank_gender,Jessica Stern,f,US,International/Global Security,Full Professor,0,m,NA,Realism,US,326
rank_gender,Bruce Bueno de Mesquita,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,763
rank_gender,Beth A. Simmons,f,US,International Relations Theory,Full Professor,0,f,NA,Constructivism,US,383
rank_gender,John G. Ruggie,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,252
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,432
rank_gender,John J. Mearsheimer,m,US,Human Rights,Other,1,Prefer not to answer,NA,Constructivism,US,330
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Realism,US,765
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Political Economy,Full Professor,1,f,NA,Non-paradigmatic,US,81
rank_gender,Joseph S. Nye Jr.,m,US,Human Rights,Full Professor,1,m,64,Liberalism,US,243
rank_gender,Martha Finnemore,f,US,Human Rights,Other,0,f,NA,Constructivism,US,53
rank_gender,Robert W. Cox,m,NA,Other,Assistant Professor,0,m,NA,Other,US,50
rank_gender,Kenneth Waltz,m,US,Human Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,589
rank_gender,Cynthia Enloe,f,US,International Relations Theory,Other,1,m,NA,Other,US,707
rank_gender,Martha Finnemore,f,US,European Studies/European Integration,Assistant Professor,1,m,38,Constructivism,US,121
rank_gender,Amitav Acharya,m,non-US,Human Rights,Associate Professor,1,m,NA,Non-paradigmatic,US,658
rank_gender,Michael N. Barnett,m,US,NA,NA,NA,NA,NA,NA,US,157
rank_gender,Harry Ransom,m,NA,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,140
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Assistant Professor,1,m,NA,Liberalism,US,128
rank_gender,James Fearon,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,558
rank_gender,David A. Lake,m,US,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,129
rank_gender,Cameron Thies,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Liberalism,US,574
rank_gender,Martha Finnemore,f,US,International Relations of a particular region/country,Associate Professor,0,m,NA,Constructivism,US,471
rank_gender,Reinhold Niebuhr,m,NA,International Relations Theory,Full Professor,1,f,72,Non-paradigmatic,US,618
rank_gender,John J. Mearsheimer,m,US,International Organization(s),Associate Professor,1,f,58,Liberalism,US,637
rank_gender,Robert Powell,m,US,Human Security,Other,1,m,NA,Liberalism,US,418
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,1,f,NA,Constructivism,US,341
rank_gender,Alexander Wendt,m,US,International Relations of a particular region/country,Associate Professor,0,m,39,Constructivism,US,113
rank_gender,Cynthia Lynch,f,NA,European Studies/European Integration,Assistant Professor,1,m,NA,Non-paradigmatic,US,612
rank_gender,Robert O. Keohane,m,US,International Relations Theory,Full Professor,1,m,66,Constructivism,US,680
rank_gender,Allan C. Stam,m,US,International/Global Security,Other,1,m,NA,Realism,US,104
rank_gender,Michael Tomz,m,US,International Organization(s),Assistant Professor,0,m,NA,Non-paradigmatic,US,642
rank_gender,John J. Mearsheimer,m,US,International Organization(s),Associate Professor,1,m,NA,Realism,US,41
rank_gender,Martha Finnemore,f,US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,730
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Full Professor,1,f,NA,Constructivism,US,119
rank_gender,Robert O. Keohane,m,US,International/Global Health,Full Professor,1,m,NA,Non-paradigmatic,US,360
rank_gender,Martha Finnemore,f,US,International/Global History,Assistant Professor,1,m,NA,Realism,US,384
rank_gender,Valerie M. Hudson,f,US,Human Security,Associate Professor,1,m,54,Liberalism,US,447
rank_gender,Beth A. Simmons,f,US,Development Studies,Other,1,m,NA,Non-paradigmatic,US,146
rank_gender,Francis Fukuyama,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Realism,US,345
rank_gender,Martha Finnemore,f,US,International Organization(s),Assistant Professor,1,m,NA,Non-paradigmatic,US,517
rank_gender,Alexander Wendt,m,US,Other,Associate Professor,0,m,NA,Liberalism,US,499
rank_gender,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Full Professor,1,m,59,Realism,US,758
rank_gender,Christopher Layne,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,236
rank_gender,Alexander Wendt,m,US,Human Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,769
rank_gender,Martha Finnemore,f,US,International/Global Security,Full Professor,1,m,54,Constructivism,US,158
rank_gender,Alexander Wendt,m,US,Other,Assistant Professor,1,f,NA,Realism,US,100
rank_gender,John J. Mearsheimer,m,US,Comparative Foreign Policy,Other,1,f,NA,Liberalism,US,23
rank_gender,Robert Vitalis,m,US,Gender in IR,Full Professor,0,f,NA,Non-paradigmatic,US,726
rank_gender,Helen V. Milner,f,US,International/Global Security,Associate Professor,1,m,41,Realism,US,347
rank_gender,Alexander Wendt,m,US,International/Global Political Economy,Full Professor,1,m,55,Other,US,32
rank_gender,James Fearon,m,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Non-paradigmatic,US,259
rank_gender,Miles Kahler,m,US,International/Global Security,Full Professor,1,f,NA,Other,US,65
rank_gender,David E. Campbell,m,US,International/Global Security,Other,1,m,NA,Constructivism,US,177
rank_gender,Monika Nalepa,f,US,Other,Other,1,f,NA,Constructivism,US,548
rank_gender,Alexander Wendt,m,US,European Studies/European Integration,Assistant Professor,1,m,41,Non-paradigmatic,US,465
rank_gender,Bernard Lewis,m,US,International/Global Security,Associate Professor,0,f,NA,Realism,US,687
rank_gender,Beth A. Simmons,f,US,International Relations Theory,Assistant Professor,1,m,34,Constructivism,US,357
rank_gender,Bruce Bueno de Mesquita,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,297
rank_gender,J. Ann Tickner,f,US,Development Studies,Other,1,m,NA,Other,US,780
rank_gender,John A. Vasquez,m,US,International/Global Security,Assistant Professor,1,f,41,Non-paradigmatic,US,541
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,0,f,NA,Non-paradigmatic,US,510
rank_gender,Kathryn A. Sikkink,f,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,456
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,m,39,Non-paradigmatic,US,606
rank_gender,Bruce W. Jentleson,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,410
rank_gender,Alexander Wendt,m,US,Comparative Foreign Policy,Full Professor,1,m,65,Realism,US,160
rank_gender,Michael Walzer,m,NA,Human Rights,Full Professor,0,f,NA,Non-paradigmatic,US,607
rank_gender,James Fearon,m,US,European Studies/European Integration,Full Professor,1,f,55,Constructivism,US,552
rank_gender,Susan Tufts Fiske,f,US,Other,Full Professor,1,f,NA,Non-paradigmatic,US,576
rank_gender,Alexander Wendt,m,US,International Organization(s),Other,1,f,NA,Liberalism,US,174
rank_gender,Bruce Bueno de Mesquita,m,US,NA,NA,NA,NA,NA,NA,US,77
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Assistant Professor,0,f,NA,Non-paradigmatic,US,54
rank_gender,Graham T. Allison,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,559
rank_gender,Kathryn A. Sikkink,f,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,646
rank_gender,Vivien A. Schmidt,f,US,International/Global Environmental Politics,Full Professor,0,m,NA,Constructivism,US,475
rank_gender,John J. Mearsheimer,m,US,International Law,Full Professor,1,m,NA,Other,US,109
rank_gender,Kenneth Waltz,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,358
rank_gender,Stathis N. Kalyvas,m,US,International/Global Security,Associate Professor,0,m,40,Non-paradigmatic,US,12
rank_gender,Bruce Bueno de Mesquita,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,430
rank_gender,Martha Finnemore,f,US,International/Global Political Economy,Associate Professor,1,f,47,Non-paradigmatic,US,25
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Associate Professor,1,m,52,Liberalism,US,477
rank_gender,Kathryn A. Sikkink,f,US,Development Studies,Associate Professor,1,m,NA,Constructivism,US,202
rank_gender,Carolyn Nordstrom,f,NA,Human Security,Associate Professor,0,m,NA,Other,US,44
rank_gender,Mary Kaldor,f,NA,International/Global Health,Full Professor,1,f,NA,Non-paradigmatic,US,191
rank_gender,Josh Rogan,m,NA,NA,Other,0,m,NA,Realism,US,302
rank_gender,Emilie Hafner-Burton,f,US,International Law,Full Professor,0,m,NA,Non-paradigmatic,US,96
rank_gender,Bruce Martin Russett,m,US,International Relations of a particular region/country,Full Professor,0,m,NA,Liberalism,US,226
rank_gender,Robert O. Keohane,m,US,Development Studies,Assistant Professor,1,m,NA,Non-paradigmatic,US,265
rank_gender,Jennifer Clapp,f,NA,International/Global Environmental Politics,Full Professor,1,m,58,Liberalism,US,705
rank_gender,Peter J. Katzenstein,m,US,Comparative Foreign Policy,Full Professor,1,m,NA,Constructivism,US,394
rank_gender,Robert Jervis,m,US,International Relations of a particular region/country,Emeritus,1,m,NA,Non-paradigmatic,US,52
rank_gender,Robert Powell,m,US,Human Rights,Assistant Professor,1,m,NA,Non-paradigmatic,US,133
rank_gender,John G. Ruggie,m,US,International Organization(s),Full Professor,1,f,NA,Constructivism,US,200
rank_gender,Joseph S. Nye Jr.,m,US,Comparative Foreign Policy,Full Professor,1,m,72,Realism,US,63
rank_gender,Rose McDermott,f,US,Other,Associate Professor,1,f,NA,Liberalism,US,492
rank_gender,Jack S. Levy,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Non-paradigmatic,US,209
rank_gender,Quincy Wright,m,NA,International Relations of a particular region/country,Full Professor,1,m,NA,Realism,US,519
rank_gender,Vincent Pouliot,m,non-US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,316
rank_gender,Samuel P. Huntington,m,US,International Relations of a particular region/country,Other,1,m,NA,Realism,US,192
rank_gender,Roland Bleiker,m,NA,International Relations Theory,Assistant Professor,1,f,NA,Constructivism,US,365
rank_gender,Ernst Haas,m,US,International/Global Security,Associate Professor,0,f,NA,Constructivism,US,159
rank_gender,John J. Mearsheimer,m,US,International Relations of a particular region/country,Full Professor,0,m,NA,Other,US,79
rank_gender,Theda Skocpol,f,US,Human Security,Associate Professor,1,m,NA,Non-paradigmatic,US,5
rank_gender,Michael Tomz,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,761
rank_gender,G. John Ikenberry,m,US,International/Global Security,Associate Professor,1,m,NA,Constructivism,US,581
rank_gender,Patrick T. Jackson,m,US,International Relations Theory,Associate Professor,1,m,NA,Constructivism,US,151
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,770
rank_gender,James Fearon,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,453
rank_gender,Beth A. Simmons,f,US,NA,NA,NA,NA,NA,NA,US,624
rank_gender,Stephen D. Krasner,m,US,Development Studies,Associate Professor,1,m,NA,Realism,US,774
rank_gender,Stephen M. Walt,m,US,International Relations of a particular region/country,Other,0,m,NA,Realism,US,760
rank_gender,James N. Rosenau,m,US,International/Global Security,Full Professor,0,m,NA,Other,US,595
rank_gender,Robert Jervis,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Liberalism,US,676
rank_gender,Barbara Koremenos,f,US,International/Global Security,Assistant Professor,0,f,NA,Liberalism,US,575
rank_gender,Alexander Wendt,m,US,International/Global Security,Other,1,m,NA,Realism,US,4
rank_gender,Martha Finnemore,f,US,Other,Full Professor,1,m,51,Constructivism,US,710
rank_gender,Robert Gilpin,m,US,Development Studies,Assistant Professor,0,f,NA,Liberalism,US,538
rank_gender,Dan Keohane,m,NA,International/Global Security,Other,1,f,NA,Realism,US,257
rank_gender,David Held,m,non-US,International Organization(s),Assistant Professor,0,m,NA,Realism,US,108
rank_gender,Bruce Bueno de Mesquita,m,US,Development Studies,Associate Professor,0,m,NA,Liberalism,US,359
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Assistant Professor,1,m,44,Non-paradigmatic,US,116
rank_gender,Leonard Seabrooke,m,non-US,International Organization(s),Associate Professor,1,m,48,Non-paradigmatic,US,670
rank_gender,John J. Mearsheimer,m,US,International Relations Theory,Full Professor,1,f,NA,Non-paradigmatic,US,321
rank_gender,James Fearon,m,US,U.S. Foreign Policy,Assistant Professor,1,m,41,Non-paradigmatic,US,322
rank_gender,Thomas L. Friedman,m,NA,Other,Other,1,f,NA,Constructivism,US,286
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,204
rank_gender,Margaret E. Keck,f,US,International/Global Political Economy,Associate Professor,1,f,60,Liberalism,US,727
rank_gender,Brooke A. Ackerly,f,US,Human Rights,Associate Professor,1,f,NA,Other,US,590
rank_gender,Stephen D. Krasner,m,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Non-paradigmatic,US,779
rank_gender,Stephen M. Walt,m,US,Other,Other,1,m,NA,Other,US,556
rank_gender,Stephen M. Walt,m,US,International Organization(s),Full Professor,1,m,NA,Realism,US,171
rank_gender,Alexander Wendt,m,US,International Relations Theory,Full Professor,1,m,60,Other,US,361
rank_gender,Anne-Marie Slaughter,f,US,Human Rights,Other,1,m,NA,Constructivism,US,625
rank_gender,Alexander Wendt,m,US,International/Global Security,Associate Professor,0,m,NA,Realism,US,752
rank_gender,Barry R. Posen,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,520
rank_gender,Eric S. Edelman,m,NA,European Studies/European Integration,Full Professor,1,m,NA,Realism,US,337
rank_gender,Jacob N. Shapiro,m,US,I am not an IR scholar,Assistant Professor,1,m,NA,Non-paradigmatic,US,69
rank_gender,Peter J. Katzenstein,m,US,International Relations of a particular region/country,Assistant Professor,0,f,NA,Constructivism,US,71
rank_gender,James Fearon,m,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,175
rank_gender,Joseph S. Nye Jr.,m,US,International Law,Other,0,m,NA,Realism,US,566
rank_gender,Martha Finnemore,f,US,Gender in IR,Associate Professor,1,f,NA,Other,US,696
rank_gender,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Full Professor,1,f,NA,Constructivism,US,17
rank_gender,John J. Mearsheimer,m,US,International Law,Assistant Professor,1,m,NA,Constructivism,US,714
rank_gender,Alexander Wendt,m,US,International/Global Security,Full Professor,1,m,NA,Other,US,524
rank_gender,Daniel Deudney,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,268
rank_gender,Stathis N. Kalyvas,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,262
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Political Economy,Assistant Professor,1,f,50,Realism,US,246
rank_gender,Beth A. Simmons,f,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,544
rank_gender,Niall Ferguson,m,NA,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,190
rank_gender,Beth A. Simmons,f,US,International/Global Security,Full Professor,0,f,NA,Liberalism,US,724
rank_gender,Martha Finnemore,f,US,U.S. Foreign Policy,Associate Professor,1,f,NA,Non-paradigmatic,US,250
rank_gender,Kathryn A. Sikkink,f,US,International Organization(s),Full Professor,1,m,NA,Constructivism,US,76
rank_gender,Alexander Wendt,m,US,U.S. Foreign Policy,Other,1,m,NA,Constructivism,US,183
rank_gender,Helen M. Kinsella,f,US,International Relations Theory,Assistant Professor,1,m,NA,Other,US,778
rank_gender,J. Ann Tickner,f,US,Gender in IR,Other,1,f,NA,Other,US,756
rank_gender,Martha Finnemore,f,US,Comparative Foreign Policy,Full Professor,1,m,58,Constructivism,US,653
rank_gender,Robert O. Keohane,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,270
rank_gender,Stephen D. Krasner,m,US,International Organization(s),Full Professor,1,f,39,Non-paradigmatic,US,408
rank_gender,Joseph S. Nye Jr.,m,US,European Studies/European Integration,Full Professor,1,m,NA,Constructivism,US,570
rank_gender,Anne-Marie Slaughter,f,US,Other,Other,0,f,NA,Non-paradigmatic,US,35
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Other,0,m,NA,Liberalism,US,371
rank_gender,Robert Jervis,m,US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,143
rank_gender,Fareed Rafiq Zakaria,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,491
rank_gender,Nicholas G. Onuf,m,US,Comparative Foreign Policy,Full Professor,1,m,NA,Constructivism,US,213
rank_gender,Samuel P. Huntington,m,US,Development Studies,Full Professor,0,m,NA,Other,US,514
rank_gender,Cynthia Enloe,f,US,Gender in IR,Associate Professor,1,f,NA,Other,US,526
rank_gender,Kathryn A. Sikkink,f,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,3
rank_gender,John J. Mearsheimer,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Non-paradigmatic,US,141
rank_gender,Joseph S. Nye Jr.,m,US,Other,Other,1,m,NA,Non-paradigmatic,US,689
rank_gender,Pierre Bourdieu,m,NA,Global Civil Society,Assistant Professor,0,f,NA,Constructivism,US,767
rank_gender,J. Ann Tickner,f,US,U.S. Foreign Policy,Assistant Professor,1,f,60,Non-paradigmatic,US,199
rank_gender,Peter J. Katzenstein,m,US,International/Global Political Economy,Associate Professor,1,m,52,Other,US,449
rank_gender,Alexander Wendt,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,479
rank_gender,Douglas Gibler,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,111
rank_gender,Hedley Bull,m,NA,U.S. Foreign Policy,Full Professor,0,m,NA,Other,US,482
rank_gender,Alexander Wendt,m,US,Development Studies,Full Professor,0,m,NA,Liberalism,US,372
rank_gender,John Hobson,m,non-US,Other,Other,0,f,NA,Other,US,672
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,611
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,755
rank_gender,Daniel Deudney,m,US,Other,Associate Professor,0,m,56,Constructivism,US,697
rank_gender,George Kennan,m,NA,Other,Other,1,m,NA,Realism,US,669
rank_gender,John Lewis Gaddis,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,398
rank_gender,Henry Kissinger,m,NA,European Studies/European Integration,Associate Professor,1,m,NA,Liberalism,US,462
rank_gender,Zbigniew Brzezinski,m,US,Other,Other,1,m,NA,Constructivism,US,85
rank_gender,John J. Mearsheimer,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,428
rank_gender,James March,m,US,European Studies/European Integration,Associate Professor,1,f,NA,Liberalism,US,264
rank_gender,G. John Ikenberry,m,US,International/Global Environmental Politics,Associate Professor,1,f,NA,Non-paradigmatic,US,467
rank_gender,Beth A. Simmons,f,US,International Law,Associate Professor,1,f,NA,Non-paradigmatic,US,20
rank_gender,Barry R. Posen,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,454
rank_gender,Peter J. Katzenstein,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,411
rank_gender,John G. Ruggie,m,US,Development Studies,Associate Professor,1,m,62,Constructivism,US,530
rank_gender,Helen V. Milner,f,US,Human Rights,Assistant Professor,1,m,NA,Realism,US,545
rank_gender,Joe Hagan,m,US,Other,Full Professor,1,m,54,Liberalism,US,473
rank_gender,Kenneth Waltz,m,US,NA,Emeritus,1,m,NA,Constructivism,US,137
rank_gender,Erica Chenoweth,f,US,International/Global Security,Other,1,m,NA,Non-paradigmatic,US,266
rank_gender,Robert O. Keohane,m,US,NA,NA,NA,NA,NA,NA,US,567
rank_gender,Stacie Goddard,f,US,U.S. Foreign Policy,Other,0,m,NA,Constructivism,US,47
rank_gender,Charles Tilly,m,NA,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,325
rank_gender,David E. Campbell,m,US,International/Global Security,Other,1,f,NA,Constructivism,US,389
rank_gender,Branislav L. Slantchev,m,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,443
rank_gender,David A. Lake,m,US,Human Rights,Full Professor,1,f,NA,Constructivism,US,291
rank_gender,Valentine M. Moghadam,f,NA,Other,Full Professor,0,f,NA,Constructivism,US,381
rank_gender,Samuel P. Huntington,m,US,I am not an IR scholar,Assistant Professor,1,m,NA,Realism,US,701
rank_gender,Martha Finnemore,f,US,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,165
rank_gender,Stathis N. Kalyvas,m,US,Human Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,224
rank_gender,Stephen M. Walt,m,US,NA,NA,NA,NA,NA,NA,US,201
rank_gender,Alexander Wendt,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,156
rank_gender,Kathryn A. Sikkink,f,US,European Studies/European Integration,Associate Professor,1,m,NA,Constructivism,US,525
rank_gender,Bruce Bueno de Mesquita,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Liberalism,US,89
