genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,601
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,166
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1248
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,790
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,416
Approve,f,Change my behavior by causing me to cite more women,1383
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,586
Approve,m,Change my behavior by causing me to cite more women,29
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1255
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,783
Approve,m,Change my behavior by causing me to cite more women,676
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,795
Approve,m,Change my behavior by causing me to cite more women,549
Approve,m,Change my behavior by causing me to cite more women,890
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,200
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1245
Approve,f,Change my behavior by causing me to cite more women,821
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,523
Approve,m,Change my behavior by causing me to cite more women,484
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,362
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1415
Approve,f,Change my behavior by causing me to cite more women,884
Approve,m,Change my behavior by causing me to cite more women,1093
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,81
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,474
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1290
Approve,f,Change my behavior by causing me to cite more women,1006
Don't know,m,Change my behavior by causing me to cite more women,973
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,363
Approve,m,Change my behavior by causing me to cite more women,230
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,663
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,722
Approve,m,Change my behavior by causing me to cite more women,692
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,869
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,65
Approve,m,Change my behavior by causing me to cite more women,508
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1257
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,250
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1124
Approve,f,Change my behavior by causing me to cite more women,331
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1036
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,998
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,664
Approve,m,Change my behavior by causing me to cite more women,454
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,699
Approve,m,Change my behavior by causing me to cite more women,1063
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,646
Approve,m,Change my behavior by causing me to cite more women,1299
Approve,m,Change my behavior by causing me to cite more women,422
Disapprove,m,Change my behavior by causing me to cite more women,812
Approve,m,Change my behavior by causing me to cite more women,214
Disapprove,m,Change my behavior by causing me to cite more women,705
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,128
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1012
Approve,m,Change my behavior by causing me to cite more women,813
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1177
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,267
Approve,m,Change my behavior by causing me to cite more women,580
Approve,f,Change my behavior by causing me to cite more women,379
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1288
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,215
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1179
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,287
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,187
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1412
Approve,m,Change my behavior by causing me to cite more women,371
Approve,m,Change my behavior by causing me to cite more women,242
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,265
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1040
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,969
Approve,f,Change my behavior by causing me to cite more women,711
Approve,m,Change my behavior by causing me to cite more women,841
Approve,f,Change my behavior by causing me to cite more women,1116
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,661
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,789
Approve,f,Change my behavior by causing me to cite more women,590
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,740
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,735
Approve,f,Change my behavior by causing me to cite more women,451
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,959
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1363
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,822
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,700
Approve,m,Change my behavior by causing me to cite more women,767
Approve,m,Change my behavior by causing me to cite more women,223
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,990
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1361
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,61
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,470
Approve,m,Change my behavior by causing me to cite more women,239
Approve,m,Change my behavior by causing me to cite more women,229
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,796
Approve,m,Change my behavior by causing me to cite more women,593
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1187
Approve,f,Change my behavior by causing me to cite more women,68
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1018
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,830
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,307
Approve,m,Change my behavior by causing me to cite more women,1338
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,381
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,12
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,304
Approve,m,Change my behavior by causing me to cite more women,1008
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1023
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1304
Approve,m,Change my behavior by causing me to cite more women,1154
Approve,m,Change my behavior by causing me to cite more women,365
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,99
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,424
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,960
Approve,m,Change my behavior by causing me to cite more women,437
Approve,m,Change my behavior by causing me to cite more women,1106
Approve,m,Change my behavior by causing me to cite more women,1297
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,658
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,620
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,291
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,918
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,547
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,968
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1173
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,554
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,882
Approve,m,Change my behavior by causing me to cite more women,1310
Approve,f,Change my behavior by causing me to cite more women,1229
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,84
Approve,f,Change my behavior by causing me to cite more women,618
Approve,f,Change my behavior by causing me to cite more women,1387
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,318
Approve,f,Change my behavior by causing me to cite more women,324
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,934
Approve,f,Change my behavior by causing me to cite more women,541
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,251
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,764
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1377
Approve,m,Change my behavior by causing me to cite more women,988
Approve,m,Change my behavior by causing me to cite more women,928
Approve,m,Change my behavior by causing me to cite more women,281
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,335
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,274
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,682
Approve,f,Change my behavior by causing me to cite more women,1170
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,418
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,5
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1389
Approve,m,Change my behavior by causing me to cite more women,417
Disapprove,m,Change my behavior by causing me to cite more women,1194
Approve,f,Change my behavior by causing me to cite more women,135
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,303
Approve,m,Change my behavior by causing me to cite more women,681
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1355
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,225
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,289
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,238
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,536
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,309
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,697
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,472
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,158
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,199
Approve,m,Change my behavior by causing me to cite more women,707
Approve,f,Change my behavior by causing me to cite more women,228
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1080
Approve,f,Change my behavior by causing me to cite more women,293
Approve,f,Change my behavior by causing me to cite more women,101
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1243
Approve,m,Change my behavior by causing me to cite more women,587
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,659
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,511
Approve,f,Change my behavior by causing me to cite more women,502
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,978
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,899
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1145
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,546
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1147
Approve,f,Change my behavior by causing me to cite more women,989
Don't know,f,Change my behavior by causing me to cite more women,886
Approve,f,Change my behavior by causing me to cite more women,352
Approve,m,Change my behavior by causing me to cite more women,316
Approve,m,Change my behavior by causing me to cite more women,1233
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,397
Disapprove,m,Change my behavior by causing me to cite fewer women,1024
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1283
Approve,m,Change my behavior by causing me to cite more women,743
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1053
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1057
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,954
Don't know,f,Change my behavior by causing me to cite more women,103
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1356
Approve,f,Change my behavior by causing me to cite more women,903
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1265
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,801
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,498
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,407
Approve,m,Change my behavior by causing me to cite more women,645
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,775
Approve,m,Change my behavior by causing me to cite more women,179
Approve,m,Change my behavior by causing me to cite more women,1386
Don't know,m,Change my behavior by causing me to cite more women,39
