pubID,DOI,Title,is_IR,journal,year,volume,number,Paradigm,Seriously_Realism,Seriously_Liberalism,Seriously_Marxism,Seriously_Constructivism,Seriously_NonParadigmatic,Seriously_AtheoreticNone,Synthesis_Realism,Synthesis_Liberalism,Synthesis_Marxism,Synthesis_Constructivism,Synthesis_NonParadigmatic,Synthesis_NoSynthesis,Ideational,Material,Epistemology,Contemporary,PolicyPrescription,IssueArea,Level_2,Level_1,Level_3,Level_None,Methodology_AnalyticNonFormal,Methodology_Counterfactual,Methodology_Descriptive,Methodology_Experimental,Methodology_FormalModeling,Methodology_PolicyAnalysis,Methodology_Qualitative,Methodology_Quantitative,Region_Antarctica,Region_CanadaWestEurope,Region_EastAsia,Region_FSUEasternEurope,Region_Global,Region_LatinAmerica,Region_MiddleEastNorthAfrica,Region_None,Region_Oceania,Region_SouthAsia,Region_SoutheastAsia,Region_SubSaharanAfrica,Region_UnitedStates,Time_6,Time_9,Time_2,Time_8,Time_4,Time_5,Time_1,Time_3,Time_None,Time_7,Focus_Alliances,Focus_BalanceofPower,Focus_BargainingDeterrenceStrategy,Focus_Development,Focus_Diplomacy,Focus_DomesticPolitics,Focus_EconomicInterdependence,Focus_Environment,Focus_EthnicityReligion,Focus_ForeignAid,Focus_ForeignPolicy,Focus_Gender,Focus_InterstateWar,Focus_IGO,Focus_IntlLaw,Focus_ItnlRegimes,Focus_InterstateCrisis,Focus_IntrastateConflict,Focus_Migration,Focus_Humanitarian,Focus_MonetaryPolicy,Focus_NorthSouthRelations,Focus_PublicHealth,Focus_PublicOpinion,Focus_RegimeType,Focus_RegionalIntegration,Focus_Sanctions,Focus_Terrorism,Focus_IRDiscipline,Focus_Trade,Focus_NGO,Focus_WeaponSystems,Focus_WMDProliferation,Focus_Other
1854,10.2307/2538765,Why the Third World Matters,1,IS,1989,14,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,Yes,Yes,US Foreign Policy,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
1855,10.2307/2538766,The Keys that Lock Up the World: Identifying American Interests in the Periphery,1,IS,1989,14,1,Realist,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1876,10.2307/2538981,Back to the Future: Instability in Europe after the Cold War,1,IS,1990,15,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1877,10.2307/2538982,The Globalization of America's Defense Industries: Managing the Threat of Foreign Dependence,1,IS,1990,15,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,US Foreign Policy,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
9393,10.2307/2538869,"Back to the Future, Part II: International Relations Theory and Post-Cold War Europe",1,IS,1990,15,2,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
1887,10.2307/2538906,Primed for Peace: Europe after the Cold War,1,IS,1991,15,3,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
1893,10.2307/2539010,A Defensible Defense: America's Grand Strategy after the Cold War,1,IS,1991,15,4,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Non-Positivist/Post-Positivist,Yes,Yes,US Foreign Policy,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
1900,10.2307/2539052,Do Relative Gains Matter? America's Response to Japanese Industrial Policy,1,IS,1991,16,1,Realist,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Positivist,Yes,No,International Political Economy,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
1918,10.2307/2539157,"Systems for Peace or Causes of War? Collective Security, Arms Control, and the New Europe",1,IS,1992,17,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,N/A,Yes,International Security,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1919,10.2307/2539158,Managing Soviet Disintegration: A Demand for Behavioral Regimes,1,IS,1992,17,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,Yes,Yes,International Security,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1921,10.2307/2539160,"Threats, Assurances, and the Last Chance for Peace: The Lessons of Mao's Korean War Telegrams",1,IS,1992,17,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,Comparative Foreign Policy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9399,10.2307/2539162,Review: Realism and Domestic Politics: A Review Essay,1,IS,1992,17,1,Realist,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,IR theory,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
3601,10.1177/002234338001700307,"Foreign Aid and Voting in the UN General Assembly, 1967-1976",1,JPR,1980,17,3,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Organization,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
9400,10.2307/2539134,A Farewell to Arms Control?,1,IS,1993,17,3,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3603,10.1177/002234338001700402,British Military Intervention after World War II: Militance in a Second-Rank Power,1,JPR,1980,17,4,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1932,10.2307/2539020,The Unipolar Illusion: Why New Great Powers Will Rise,1,IS,1993,17,4,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1934,10.2307/2539022,Why International Primacy Matters,1,IS,1993,17,4,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Political Economy,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
3615,10.1177/002234338101800202,JPR 1964-1980 - What Have We Learnt about Peace?,1,JPR,1981,18,2,Realist,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Positivist,Yes,No,History of the IR Discipline,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1945,10.2307/2539097,The Emerging Structure of International Politics,1,IS,1993,18,2,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
1947,10.2307/2539099,The Spoils of Conquest,1,IS,1993,18,2,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1948,10.2307/2539100,Why Japan Surrendered,1,IS,1993,18,2,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1949,10.2307/2539204,Ripe for Rivalry: Prospects for Peace in a Multipolar Asia,1,IS,1994,18,3,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1950,10.2307/2539205,"Wealth, Power, and Instability: East Asia and the United States after the Cold War",1,IS,1994,18,3,Realist,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
3633,10.1177/002234338101800404,Proxy Intervention in Civil Wars,1,JPR,1981,18,4,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1961,10.2307/2539149,Bandwagoning for Profit: Bringing the Revisionist State Back In,1,IS,1994,19,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,IR theory,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1963,10.2307/2539151,Hegemon on the Horizon? China's Threat to East Asian Security,1,IS,1994,19,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1965,10.2307/2539195,Kant or Cant: The Myth of the Democratic Peace,1,IS,1994,19,2,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1970,10.2307/2539078,The False Promise of International Institutions,1,IS,1995,19,3,Realist,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Organization,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1971,10.2307/2539079,Realists as Optimists: Cooperation as Self-Help,1,IS,1995,19,3,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,IR theory,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1972,10.2307/2539080,Realism and the End of the Cold War,1,IS,1995,19,3,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,IR theory,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1978,10.2307/2539121,"""Bismarck"" or ""Britain""? Toward an American Grand Strategy after Bipolarity",1,IS,1995,19,4,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,Yes,Yes,US Foreign Policy,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4516,10.1080/09636419309347518,Dividing Realism: Structural Realism versus Security Materialism on Nuclear Security and Proliferation,1,SS,1993,2,3,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,International Security,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
4517,10.1080/09636419309347519,The Brooding Shadow: Systemic Incentives and Nuclear Weapons Proliferation,1,SS,1993,2,3,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
4518,10.1080/09636419309347520,The Realist Nuclear Regime,1,SS,1993,2,3,Realist,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Positivist,N/A,No,International Security,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
4519,10.1080/09636419309347521,"Paranoids, Pygmies, Pariahs and Nonproliferation Revisited",1,SS,1993,2,3,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,Yes,International Security,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
4523,10.1080/09636419309347525,Understanding Nuclear Proliferation: Theoretical Explanation and China's National Experience,1,SS,1993,2,3,Realist,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Positivist,No,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
3571,10.1177/002234338302000102,Disengagement Zones: A Step towards Meaningful Defence?,1,JPR,1983,20,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,International Security,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
3572,10.1177/002234338302000103,A Counterforce/Countervalue - Scenario: How Much is Enough?,1,JPR,1983,20,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
5931,10.2307/2539218,A Realist Reply,1,IS,1995,20,1,Realist,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,N/A,No,IR theory,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3579,10.1177/002234338302000202,The Debate within NATO and the China Card,1,JPR,1983,20,2,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Non-Positivist/Post-Positivist,Yes,No,International Security,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1998,10.2307/2539142,"Communist Bloc Expansion in the Early Cold War: Challenging Realism, Refuting Revisionism",1,IS,1996,20,3,Realist,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Comparative Foreign Policy,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3656,10.1177/002234338302000403,Using Positive Sanctions to End International Conflicts: Iran and the Arab Gulf Countries,1,JPR,1983,20,4,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1999,10.2307/2539041,Economic Interdependence and War: A Theory of Trade Expectations,1,IS,1996,20,4,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
3666,10.1177/002234338402100105,"BIPOLARITY AND WAR - THE ROLE OF CAPABILITY CONCENTRATION AND ALLIANCE PATTERNS AMONG MAJOR POWERS, 1816-1965",1,JPR,1984,21,1,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007,10.1162/isec.21.1.112,Current Gains and Future Outcomes: When Cumulative Relative Gains Matter,1,IS,1996,21,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,No,IR theory,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
2008,10.2307/2539111,Trading with the Enemy: Security and Relative Economic Gains,1,IS,1996,21,1,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,IR theory,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
2020,10.2307/2539282,"Come Home, America: The Strategy of Restraint in the Face of Temptation",1,IS,1997,21,4,Realist,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,US Foreign Policy,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
2021,10.2307/2539283,Preserving the Unipolar Moment: Realist Theories and U.S. Grand Strategy after the Cold War,1,IS,1997,21,4,Realist,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,Yes,Yes,US Foreign Policy,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
667,10.1017/S000712340000034X ,The International System and the Reagan Doctrine: Can Realism Explain Aid to 'Freedom Fighters'?,1,BJPS,1992,22,1,Realist,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Positivist,Yes,No,US Foreign Policy,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
